NUM,LINEA,MAQUINA,COMPONENTE,CONDICION_FALLA,ACCION_INMEDIATA,MAQUINA_1,CAUSA,Minutos_TM,FECHA,SEMANA,RESPONSABLE,TURNO,Aplica
16900,L1_CS,COILING FMB12,Cortador,buje de cortador,Se posiciona buje nuevamente,CS1 COILING FMB12,se sale buje,30,06/01/2021,1,EB,1 Primero,SI
16901,L1_DL,DRAWING,PLC/Control,Tension de mando desconectada,Se restablecen modulos de seguridad,DL DRAWING,Modulos de seguridad,5,06/01/2021,1,EB,1 Primero,SI
16902,L1_DL,SHOT PEENER,Amperaje,Turbina 1 y 3 baja dosificacion,Se ajusta amperaje,DL SHOT PEENER,amperaje bajo,7,06/01/2021,1,EB,1 Primero,SI
16903,L2_CS,COLDSET,Conveyor,levas dobladas,Se reparan levas de rodillos,CS2 COLDSET,levas dobladas,20,06/01/2021,1,EB,1 Primero,SI
16904,L2_CS,SHOT PEENER,Resortes Atorados,Resortes atorados,Se retiran resortes atorados dentro de shotpeen,CS2 SHOT PEENER,Se atoran resortes,28,06/01/2021,1,EB,1 Primero,SI
16905,L1_CS,SHOT PEENER,Cadena Arrastre,REsorte atorado,Se libera resorte ,CS1 SHOT PEENER,REsorte atorado,10,06/01/2021,1,EB,1 Primero,SI
16906,L2_CS,COOLING TANK,Corto,charola en tanque se atora,"Se restablese corto en modulo ASi por resorte, se cambian conectores de pistones de L en charola, Se lubrica",CS2 COOLING TANK,Corto ,50,07/01/2021,1,EB,1 Primero,SI
16907,L2_CS,COLDSET,Conveyor,leva deoblada en coldset ,se daña leva por colision junto con base de rodillos ,CS2 COLDSET,levas dobladas,30,07/01/2021,1,EB,1 Primero,SI
16908,L2_CS,SHOT PEENER,Dedo De Cadena De Arrastre,Se caen dedos de cadena y se atoran en sinfin,Se reponen dedos de cadena con tornillos y pernos y se desatoran de tornillo sin fin ,CS2 SHOT PEENER,Se capan tornillos de dedo,52,07/01/2021,1,EB,1 Primero,SI
16909,L2_CS,COLDSET,Conveyor,Levas dañadas,Se realiza cambio de levas dañadas,CS2 COLDSET,Levas dañadas,30,08/01/2021,1,JC,2 Segundo,SI
16910,L2_CS,SHOT PEENER,Resortes Atorados,Resortes atorados,Se cortan resortes atorados. ,CS2 SHOT PEENER,Resortes atorados,60,08/01/2021,1,JC,2 Segundo,SI
16911,L1_CS,COILING FMB12,Mandril,Falla de caja de mandril,se reaprieta mecanismo de caja,CS1 COILING FMB12,el componente ya se encuentra floja,5,08/01/2021,1,JAM,1 Primero,SI
16912,L1_CS,COILING FMB12,Cortador,Se apaga hidraulico,"Se revisa conexion electrica, limpieza y se acomoda aire para enfriar la bobina",CS1 COILING FMB12,Se calienta bobina,11,08/01/2021,1,JAM,1 Primero,SI
16913,L2_CS,SHOT PEENER,Fuga Granalla,Fugas de granalla,"se coloca codo en su posicion original, coloca parche a manguera dañada de la turbina 1 y se tapa fugas de carcaza",CS2 SHOT PEENER,"Manguera dañada, codo en posicion incorrecta y carcaza de turbina 3 perforada",12,08/01/2021,1,JAM,1 Primero,SI
16914,L1_CS,SHOT PEENER,Dedo De Descarga,Dedo de descarga flojo,Se reaprieta tornilleria y piston,CS1 SHOT PEENER,vastago del cilindro flojo,60,08/01/2021,1,JAM,1 Primero,SI
16915,L1_CS,COILING FMB22,Decoiler,Se safa guia de decoiler,Se retira pieza para reparar en el taller,CS1 COILING FMB22,Soldadura dañada,19,09/01/2021,1,JC,2 Segundo,SI
16916,L1_CS,COILING FMB22,Decoiler,Se coloca motor de decoiler,Se coloca motor de decoiler,CS1 COILING FMB22,fuga de transmisión,20,09/01/2021,1,JAM,1 Primero,SI
16917,FACILITIES,SUMINISTRO ELECTRICIDAD,Apagon,Micro Apagon en planta 3 eventos,Se restablesen lineas de planta,FAC SUMINISTRO ELECTRICIDAD,Voltaje,230,10/01/2021,1,EB,2 Segundo,SI
16918,FACILITIES,SUMINISTRO ELECTRICIDAD,Apagón,"Generador hardening,Apagon en planta,Distintos tiempos de corrida de alambre","Se restablecen lineas por apagon en planta en 3 eventos, Se restablece falla en hdraulico y comunicacion(Tiempo muerto entre fallas y retiros de alambre de lineas",FAC SUMINISTRO ELECTRICIDAD,Voltaje,120,10/01/2021,1,EB,2 Segundo,SI
16919,L1_CS,ROBOT 2,Colisión,Se restablece falla derobot por colision ,Se restablece falla de robot,CS1 ROBOT 2,Colision,14,10/01/2021,1,EB,2 Segundo,SI
16920,L1_CS,SHOT PEENER,Conveyor Salida,Conveyor de salida shotpeen,"Se le da cero a conveyor, Se revisa finepeen por error en dedo de descarga",CS1 SHOT PEENER,Se desfasa conveyor,22,10/01/2021,1,EB,2 Segundo,SI
16921,L1_CS,HOT SET,Eje Preset,Falla de contrasoporte,"Se revisan errores de drive,Se desacopla servo,Semueve manualmente transmicion y se colocan parametros a cero",CS1 HOT SET,Contrasoporte fuera de posicion,120,10/01/2021,1,EB,2 Segundo,SI
16922,L2_CS,INLET,Conveyor,Falla leva de conveyor,Se aprieta leva de conveyor y se ajustan parametros de conveyor,CS2 INLET,Leva floja/parametros,20,11/01/2021,1,EB,2 Segundo,SI
16923,FACILITIES,SUMINISTRO ELECTRICIDAD,Apagon,Apagon en planta,Se Habilitan lineas de CS/ITW/LT/DL,FAC SUMINISTRO ELECTRICIDAD,Apagon,50,11/01/2021,1,EB,3 Tercero,SI
16924,L1_CS,COLDSET,Localizadores,Falla coldset localizador,Se retira placa de posiionador y se atornilla guia de piston y se posiciona conveyor ya que elevador topaba en los travesaños ,CS1 COLDSET,Guia de posicionadora floja,11,11/01/2021,1,EB,3 Tercero,SI
16925,L1_CS,COILING FMB12,Mandril,Falla caja de mandril,Se reaprieta tornillo ,CS1 COILING FMB12,Tornillo flojo,10,11/01/2021,2,JAM,1 Primero,SI
16926,L1_CS,ROBOT 1,Colisión,Colision de robot,Se manda robot a home y se revisa status,CS1 ROBOT 1,Colisiona con resorte,4,11/01/2021,2,JAM,1 Primero,SI
16927,L2_CS,ROBOT 2,Colisión,Colision,Se movio un espacio a la mordaza de tal forma que sujetara de mejor manera el resorte,CS2 ROBOT 2,Colisiona en barrera de paro en horno,22,11/01/2021,2,JAM,1 Primero,SI
16928,L1_CS,ROBOT 3,Colisión,Colision,Se revisa la salida del resorte,CS1 ROBOT 3,Colisiona con resorte,20,11/01/2021,2,JAM,1 Primero,SI
16929,L2_CS,SHOT PEENER,Sin Fin Transversal,No gira ,Se revisa ducto del tornillo y se manipula de manera manual,CS2 SHOT PEENER,Atasco,9,11/01/2021,2,JAM,1 Primero,SI
16930,L1_CS,SHOT PEENER,Conveyor Salida,resbaladilla atorada,se cambia hoja de resbaladilla,CS1 SHOT PEENER,atasco,20,11/01/2021,2,JAM,1 Primero,SI
16931,L1_CS,FINE PEENER,Fuga Granalla,Fugas de granalla,Se coloca codo en su posicion original,CS1 FINE PEENER,Codo caido,25,11/01/2021,2,JAM,1 Primero,SI
16932,L1_CS,COLDSET,Neumatico,Falla en posicionador,Se ajusta la presion del cilindro,CS1 COLDSET,mal acomo del resorte,15,11/01/2021,2,JAM,1 Primero,SI
16933,FACILITIES,SUMINISTRO ELECTRICIDAD,Apagon,Se apagan robots por apagon,Se restablesen robots y lineas de produccion,FAC SUMINISTRO ELECTRICIDAD,Apagon,30,12/01/2021,2,EB,3 Tercero,SI
16934,L1_CS,COILING FMB12,Mandril,Falla de mandril ,"Se revisa condicion de mandril por no mantener hidraulico y apagarse, Se queda solo condicion de revision de mecanismo de mandril por no cortar",CS1 COILING FMB12,hidraulico,60,12/01/2021,2,EB,3 Tercero,SI
16935,L1_CS,COILING FMB12,Mandril,Mandril no clampea,Se recibe linea con falla en mandril. Se revisa y se encuentra falla en mecanismi. Flecha se encuentra capada en los dos extremos de las roscas y placa tope se encuentra quebrada. Se reemplazan componentes dañados.,CS1 COILING FMB12,Falla mecanismo de mandril,240,12/01/2021,2,JC,1 Primero,SI
16936,L1_CS,HOT SET,Localizadores,Falla localizador,Se realiza cambio de sensor laser,CS1 HOT SET,Sensor laser dañado,29,12/01/2021,2,JC,1 Primero,SI
16937,LT1,LOAD TEST,Pinza Transporte,Falla en pinza transportadora,Se cambian conectores neumaticos y se regula presion de aire ,LT1 LOAD TEST,Presion de aire/sensor,15,13/01/2021,2,EB,2 Segundo,SI
16938,LT1,LOAD TEST,Conveyor,leva dañada,Se retira leva dañada y se coloca nueva,LT1 LOAD TEST,Se daña leva,18,13/01/2021,2,EB,2 Segundo,SI
16939,LT1,LOAD TEST,Pisador,No baja pisador,Se cambia bloque de valvulas,LT1 LOAD TEST,bloque de valvulas,26,13/01/2021,2,EB,2 Segundo,SI
16940,L2_CS,ROBOT 2,Gripper,gripper caido,Se colocan nuevos tornillos,CS2 ROBOT 2,tornilleria,17,14/01/2021,2,JAM,3 Tercero,SI
16941,L1_CS,COLDSET,Celda Carga,Celda de carga dañada,Se cambia celda de carga por cable dañado,CS1 COLDSET,Celda de carga dañada,50,14/01/2021,2,JC,1 Primero,SI
16942,L1_ITW,COOLING TOWER GWK,Bomba ,Falla de bomba,Se reemplaza sello mecanico a bomba,ITW1 COOLING TOWER GWK,Sello mecanico dañado,240,14/01/2021,1,JC,1 Primero,SI
16943,L2_ITW,COOLING TOWER GWK,Bomba ,Falla de bomba,Se reemplaza sello mecanico a bomba,ITW2 COOLING TOWER GWK,Sello mecanico dañado,240,14/01/2021,2,JC,1 Primero,SI
16944,L3_ITW,COOLING TOWER GWK,Bomba ,Falla de bomba,Se reemplaza sello mecanico a bomba,ITW3 COOLING TOWER GWK,Sello mecanico dañado,240,14/01/2021,2,JC,1 Primero,SI
16945,L1_CS,COILING FMB22,Bomba Hidráulica,bomba hidraulica con flecha quebrada,respuesta de spare part,CS1 COILING FMB22,fractura,290,15/01/2021,2,JAM,3 Tercero,SI
16946,L2_CS,COLDSET,Conveyor,Levas dañadas,se colocan levas nuevas,CS2 COLDSET,colisión,25,15/01/2021,2,JAM,3 Tercero,SI
16947,L2_CS,SHOT PEENER,Turbina 3,Codo de turbina,Se colocan tornillos,CS2 SHOT PEENER,tornillos flojos,26,15/01/2021,2,JAM,3 Tercero,SI
16948,FACILITIES,PLANTA,Subestacion,Falla de suministro electrico,Apagon 30 seg. Se restablecen los equipos. ,FAC PLANTA,Externo,60,15/01/2021,2,JC,1 Primero,NO
16949,L1_CS,COILING FMB22,Bomba Hidráulica,Bomba dañada,No se tiene refaccion. ,CS1 COILING FMB22,Bomba dañada,450,15/01/2021,2,JC,1 Primero,SI
16950,L2_CS,STRESS RELIEF OVEN,Zona 1,baja temperatura en zona 1,Se revisan quemadores,CS2 STRESS RELIEF OVEN,quemador,37,16/01/2021,2,JAM,3 Tercero,SI
16951,L2_CS,ROBOT 4,Sensores,Falla en robot #4 velocidad baja,"Se revisan robots 3 y 4 (sensores,Conexiones,Sistema neumatico) se cambia un sensor dañado y se lubrican cremalleras",CS2 ROBOT 4,Sensor de gripper,30,17/01/2021,2,EB,1 Primero,SI
16952,L1_CS,COILING FMB12,Mandril,Se apaga hidraulico,"Se revisa condicion de temperatura de maquina,Se rellena tanque de hidraulico,Se resetean errores y se enfrian servos",CS1 COILING FMB12,Temperatura alta,46,17/01/2021,2,EB,1 Primero,SI
16953,L2_ITW,GWK CHILLER,Alta Temperatura,Generadotor hardening,"Se revisa temperatura alta de chiller, Se abre valvula de llenado para que recircule agua y bajar temperatura, se resetean errores, Se revisan errores de cortadora por no realizar el corte.(tiempo donde se retiraba el alambre agregado)",ITW2 GWK CHILLER,Temp alta chiller,113,17/01/2021,2,EB,1 Primero,SI
16954,L1_CS,ROBOT 2,Sensores,Falla robot #2,Ajuse de sensor de cabezal 2 eventos,CS1 ROBOT 2,Sensor,18,17/01/2021,2,EB,1 Primero,SI
16955,L1_CS,ROBOT 3,Gripper,Tornillo capado en cremallera,Se reemplaza piston de gripper por uno nuevo y sensores nuevos,CS1 ROBOT 3,tornillo capado,83,17/01/2021,2,EB,1 Primero,SI
16956,L1_CS,FINE PEENER,Fuga Granalla,Fuga de granalla ,Se repara fuga de granalla,CS1 FINE PEENER,Fuga de granalla,15,18/01/2021,2,JC,3 Tercero,SI
16957,L2_ITW,GWK CHILLER,Chiller,Falla chiller,Se revisa chiller. Se encuentra daño en intercambiador. Pendiete revisar reparacion con proveedor,ITW2 GWK CHILLER,Intercambiador dañado,210,18/01/2021,2,JC,3 Tercero,SI
16958,L3_ITW,HARDENING,Fuga,Generador hardening ,Se revisa tablero se encuentra fuga de agua en bus de entrada a trasformador primario (Se elimina Fuga),ITW3 HARDENING,Fuga de agua,27,18/01/2021,2,EB,1 Primero,SI
16959,L3_ITW,GWK CHILLER,Alta Temperatura,Generador hardening,Se limpia cedazo de hardening,ITW3 GWK CHILLER,Temp alta,31,18/01/2021,3,EB,2 Segundo,SI
16960,L1_ITW,ALIGNMENT ROLLERS,Rodillos de arrastre,Rodillos de arrastre zona #3,Se intercambia banda dañada de rodillos de arrastre zona #3,ITW1 ALIGNMENT ROLLERS,Se revienta banda,73,19/01/2021,3,EB,1 Primero,SI
16961,L3_ITW,COOLING ZONE 2,Valvula de flujometro,Fuga de agua,Se coloca empaque a val,ITW3 COOLING ZONE 2,Sello de valvula dañado,60,19/01/2021,3,EB,1 Primero,SI
16962,L2_CS,COLDSET,Conveyor,Rodillo dañado en coldset,Se cambia rodillo dañado en conveyor,CS2 COLDSET,Rodillo dañado,10,19/01/2021,3,EB,1 Primero,SI
16963,L2_ITW,HARDENING,intercambiador,Hardening falla,Se realizan trabajos de instalacion de chiller externo,ITW2 HARDENING,Intercambiador dañado,720,19/01/2021,3,EB,1 Primero,SI
16964,FACILITIES,SUMINISTRO ELECTRICIDAD,Apagon,Apagón en trifásico,Se restablecen algunos equipos,FAC SUMINISTRO ELECTRICIDAD,falla fase,30,20/01/2021,3,JAM,1 Primero,SI
16965,L2_CS,COOLING TANK,Alta Temperatura,Alta temp en cooling tank,se restablecen drives,CS2 COOLING TANK,error de fase,16,20/01/2021,3,JAM,1 Primero,SI
16966,L1_CS,ROBOT 2,Gripper,Falla gripper,Se reemplaza tapa de cilindro. No se contaba con la refacción CS5296.,CS1 ROBOT 2,Cilindro 180° dañado,50,21/01/2021,3,JC,3 Tercero,SI
16967,L2_CS,ROBOT 2,Cabezal,Falla gripper,Se retiran tornillos capados y se instalan nuevos.,CS2 ROBOT 2,Tornillos capados,30,21/01/2021,3,JC,3 Tercero,SI
16968,L1_CS,COLDSET,Pisador,Cilindro de pisador dañado,Se repara cilindro de pisador y se reemplaza celeron.,CS1 COLDSET,Cilindro dañado,33,21/01/2021,3,JC,3 Tercero,SI
16969,L2_CS,COILING FMB01,Cortador,Falla cortador,Se cambia encoder de cortador,CS2 COILING FMB01,encoder,58,21/01/2021,3,JAM,2 Segundo,SI
16970,L1_CS,FINE PEENER,PLC/Control,Falla Finepeen,Se restablece falla en finepeen,CS1 FINE PEENER,Falla ,40,21/01/2021,3,JAM,2 Segundo,SI
16971,L2_CS,COOLING TANK,Alta Temperatura,Falla en temperatura tanque de enfriamiento,Se activa bomba de coolingtank,CS2 COOLING TANK,Bomba,16,21/01/2021,3,JAM,2 Segundo,SI
16972,L1_DL,DRAWING,Overhead Rollers,Cadena de rodillos overhead floja,Se ajusta tension de cadena,DL DRAWING,cadena floja,11,21/01/2021,3,JAM,2 Segundo,SI
16973,L1_ITW,GWK CHILLER,Nivel Agua,generador hardening,"Se restablese falla en chiller,Se revisa flujometro principal y se enciende chiller (2eventos)",ITW1 GWK CHILLER,Chiller/Flujometro,54,22/01/2021,3,EB,3 Tercero,SI
16974,L2_ITW,PLC/CONTROL,E-Stop,Error de guarda,Se checan guardas y se restablese falla,ITW2 PLC/CONTROL,Paro emergencia ,11,22/01/2021,3,EB,3 Tercero,SI
16975,L1_CS,COILING FMB22,E-Stop,Se apaga hidraulico y paro de emergencia,Se restablece paro de emergencia en decoiler por moverse sensores y activar paro,CS1 COILING FMB22,sensores de decoiler,32,22/01/2021,3,EB,3 Tercero,SI
16976,L1_DL,DRAWING,Rodillos de arrastre,Falla mando control de arrastre en rodillos No funciona,Se realiza cambio de drive de rodillos de arrastre,DL DRAWING,Drive dañado,170,22/01/2021,3,JAM,2 Segundo,SI
16977,FACILITIES,SUMINISTRO ELECTRICIDAD,Apagon,Apagon,Se restablesen lineas de CS y CSW,FAC SUMINISTRO ELECTRICIDAD,Caida de voltaje,35,22/01/2021,3,JAM,2 Segundo,SI
16978,L1_DL,DRAWING,Tambor,Falla no arranca tambor no funciona,Se restablece falla de tension en tambor,DL DRAWING,Tension,15,22/01/2021,3,JAM,2 Segundo,SI
16979,L2_ITW,GWK CHILLER,Alta Temperatura,Generador Hardening,Se restablece falla de chiller externo por botarse compresor y elevar temperatura de entrada,ITW2 GWK CHILLER,Se bota compresor,60,22/01/2021,3,JAM,2 Segundo,SI
16980,L1_CS,FINE PEENER,Conveyor Entrada,Falla conveyor de entrada ,SE reacomoda charola de entrada por caerse,CS1 FINE PEENER,Charola dañada,23,23/01/2021,3,EB,3 Tercero,SI
16981,L1_CS,COILING FMB22,Decoiler,Se cae base de alambre de decoiler,Se suelda base de alambre de decoiler,CS1 COILING FMB22,Se cae base,32,23/01/2021,3,EB,3 Tercero,SI
16982,L2_CS,COLDSET,Resortes,se atoran resortes,Se desatoran resortes,CS2 COLDSET,Resortes atorados,8,23/01/2021,3,EB,3 Tercero,SI
16983,L2_CS,COLDSET,Conveyor,Rodillo dañado en conveyot,Se cambia rodillo dañado 2 eventos,CS2 COLDSET,Rodillo dañado,34,23/01/2021,3,JAM,2 Segundo,SI
16984,L2_CS,HOT SET,PLC/Control,Se daña interlock,Se intercambia interlock de puerta,CS2 HOT SET,Interlock golpeado,40,23/01/2021,3,JAM,2 Segundo,SI
16985,L2_CS,SHOT PEENER,Filtros,Baja presion en filtros de SP,Se localiza manguera dañada y se repara,CS2 SHOT PEENER,Manguera ,85,23/01/2021,3,JAM,2 Segundo,SI
16986,L2_CS,COILING FMB01,Cortador,Falla cortador FMB1,"Se realiza cambio de bobina rexroth, se busca en almacen pero ""No Hay"" . Se instalo la que se quito anteriormente",CS2 COILING FMB01,Bobina,38,23/01/2021,3,JAM,2 Segundo,SI
16987,L1_DL,DRAWING,Overhead Rollers,Ajuste de cadena de rodillos overhead,Se ajusta cadena de overhead,DL DRAWING,Ajuste,12,23/01/2021,3,JAM,2 Segundo,SI
16988,L2_CS,COILING FMB46,PLC/Control,Falla en sercos,Se resetean fallas de Sercos,CS2 COILING FMB46,Error,8,23/01/2021,3,JAM,2 Segundo,SI
16989,L1_CS,COILING FMB12,PLC/Control,Se apaga hidraulico,SE restablese falla en drives y se resetea maquina por quedarse congelada,CS1 COILING FMB12,Falla drives,20,23/01/2021,3,EB,3 Tercero,SI
16990,LT1,LOAD TEST,Pinza Transporte,Se cae pinza de transporte,"Se cambian sensores,conectores,cableado,mangueras y conexiones neumaticas por caerce pinza (daño mayor causado porque operador manda a posicion linea con pinza colgando)",LT1 LOAD TEST,pinza dañada,130,24/01/2021,3,EB,3 Tercero,SI
16991,FACILITIES,SUMINISTRO ELECTRICIDAD,Apagon,Apagon / ITW 3 lineas,Se restablecen lineas y se espera a que nivel de agua se nivele para poder correr,FAC SUMINISTRO ELECTRICIDAD,bajo voltaje,120,24/01/2021,3,EB,3 Tercero,SI
16992,L1_ITW,COOLING TOWER GWK,Bomba de retorno,Falla bomba de retorno,Se apaga bomba de retorno. Se cambia a sistema 2 para arrancar maqinas y se continua revisando. Se encuentra falla en electronivel. Pendiente regresar a estado original.,ITW1 COOLING TOWER GWK,Electronivel fallando,120,24/01/2021,4,JC,1 Primero,SI
16993,L2_ITW,COOLING TOWER GWK,Bomba de retorno,Falla bomba de retorno,Se apaga bomba de retorno. Se cambia a sistema 2 para arrancar maqinas y se continua revisando. Se encuentra falla en electronivel. Pendiente regresar a estado original.,ITW2 COOLING TOWER GWK,Electronivel fallando,120,24/01/2021,4,JC,1 Primero,SI
16994,L3_ITW,COOLING TOWER GWK,Bomba de retorno,Falla bomba de retorno,Se apaga bomba de retorno. Se cambia a sistema 2 para arrancar maqinas y se continua revisando. Se encuentra falla en electronivel. Pendiente regresar a estado original.,ITW3 COOLING TOWER GWK,Electronivel fallando,120,24/01/2021,4,JC,1 Primero,SI
16995,LT1,LOAD TEST,Pinza Transporte,Se dañan en varias ocaciones pinzas transportadoras,"Se daña tapa de electrovalvulas, no se tiene la refaccion por lo que se repara con pieza similar. Despues de esto hubo varios incidentes con el cableado por atorones. Se ruteo cable de forma mas eficiente. ",LT1 LOAD TEST,Colision de pinzas con conveyor,120,24/01/2021,3,JC,1 Primero,SI
16996,L1_CS,FINE PEENER,Conveyor Entrada,Charola de conveyor,Se coloca arandela a hueco de tornillo de charola por abrirse,CS1 FINE PEENER,Charola dañada,10,25/01/2021,3,EB,3 Tercero,SI
16997,L1_CS,ROBOT 2,Sensores,Falla robot #2,Se cambia sensor dañado,CS1 ROBOT 2,Sensor dañado,21,25/01/2021,3,EB,3 Tercero,SI
16998,L1_CS,ROBOT 2,Neumatico,FAlla robot,Se cambia racon de gripper dañado,CS1 ROBOT 2,racon dañado,13,25/01/2021,3,EB,3 Tercero,SI
16999,L1_DL,GRINDING,Grinding,Falla rodillo.,Se cambia flecha y rodillo completo.,DL GRINDING,Balero dañado,218,25/01/2021,3,JC,1 Primero,SI
17000,L2_CS,SHOT PEENER,Cadena Arrastre,Falla cadena de arrastre,Se instala travesaño ,CS2 SHOT PEENER,Tornillos capados,90,25/01/2021,3,JC,1 Primero,SI
17001,L2_CS,SHOT PEENER,Sin Fin Longitudinal,Dedo atorado en sinfin,Se retira dedo de cadena atorado en sinfin,CS2 SHOT PEENER,Dedo atorado,30,25/01/2021,3,JC,1 Primero,SI
17002,L1_PINTURA,CABINA SINGLE COAT,Manguera,manguera atascada,Se reemplaza manguera y conector,L1_PINTURA CABINA SINGLE COAT,desgaste interno,30,25/01/2021,4,JAM,2 Segundo,SI
17003,L1_CS,ROBOT 2,Sensores,sensor de gripper no detecta,se reemplaza sensor,CS1 ROBOT 2,sensor dañado,20,25/01/2021,4,JAM,2 Segundo,SI
17004,L1_CS,COILING FMB12,Cortador,cortador no se mueve,se repara cableado ,CS1 COILING FMB12,vibración de corte,30,25/01/2021,4,JAM,2 Segundo,SI
17005,L2_ITW,DISC SAW,Encoder,Encoder no responde,Se reemplaza encoder y rueda,ITW2 DISC SAW,daño interno encoder,60,26/01/2021,4,JAM,3 Tercero,SI
17006,L2_ITW,GWK CHILLER,Flujo,no hay flujo de chiller,limpieza de cedazo y flujometro,ITW2 GWK CHILLER,flujometro atascado,20,26/01/2021,4,JAM,3 Tercero,SI
17007,L1_DL,DRAWING,Overhead Rollers,cadena de overhead reventada,Se repara cadena,DL DRAWING,tension,30,26/01/2021,4,JAM,3 Tercero,SI
17008,L1_CS,ROBOT 3,Tornillos De Gripper,tornillos caidos ,se colocan nuevos tornillos,CS1 ROBOT 3,colisión,20,26/01/2021,4,JAM,3 Tercero,SI
17009,L1_CS,COILING FMB12,Mandril,caja de mandril suelta,se libera caja de mandril,CS1 COILING FMB12,tornillos,20,26/01/2021,4,JAM,3 Tercero,SI
17010,L1_CS,FINE PEENER,Conveyor Salida,Instalacion de base para poka-yoke,Instalacion de base para poka-yoke,CS1 FINE PEENER,Instalacion de base para poka-yoke,64,26/01/2021,4,JC,1 Primero,SI
17011,L1_CS,COILING FMB12,Mandril,Falla mecanismo de mandril,Se reemplaza electrovalvula y se libera mecanismo atorado,CS1 COILING FMB12,Electrovalvula dañada. Mecanismo atorado,60,26/01/2021,4,JC,1 Primero,SI
17012,L1_CS,COILING FMB22,Manguera Hidráulica,Fuga de aceite,Se coloca nueva manguera y se rellena deposito,CS1 COILING FMB22,manguera reventada,60,26/01/2021,4,JAM,2 Segundo,SI
17013,L1_CS,COILING FMB12,Mandril,caja de mandril quebrada,se retira pieza ,CS1 COILING FMB12,vibración,120,26/01/2021,4,JAM,2 Segundo,SI
17014,L2_CS,SHOT PEENER,Sin Fin Transversal,sin fin atascado,se libera sin fin,CS2 SHOT PEENER,granalla,15,26/01/2021,4,JAM,2 Segundo,SI
17015,L1_CS,COLDSET,Localizadores,estación no baja,Se enrosca nuevo vastago,CS1 COLDSET,vastago cilindro,15,27/01/2021,4,JAM,3 Tercero,SI
17016,L1_CS,COILING FMB22,Manguera Hidráulica,manguera reventada,Se coloca nueva manguera y se rellena deposito,CS1 COILING FMB22,conector,70,27/01/2021,4,JAM,3 Tercero,SI
17017,L1_CS,COILING FMB12,Mandril,caja de mandril quebrada,se retira pieza ,CS1 COILING FMB12,vibración,450,27/01/2021,4,JAM,3 Tercero,SI
17018,L1_CS,COILING FMB12,Cortador,se cae buje de cortador,Se coloca buje. pasa a siguiente turno,CS1 COILING FMB12,movimientos,30,28/01/2021,4,JAM,3 Tercero,SI
17019,L1_CS,COLDSET,PLC/Control,no avanza coldset,reinicio de equipo,CS1 COLDSET,PLC no responde,40,28/01/2021,4,JAM,3 Tercero,SI
17020,L1_DL,SHOT PEENER,Cono,cono caido,Se coloca cono,DL SHOT PEENER,tornilleria,60,28/01/2021,4,JAM,3 Tercero,SI
17021,L1_CS,COILING FMB22,Resbaladilla,Se cae tapa de resbaladill,Se coloca tornilleria nueva de tapa de resbaladilla y se ajusta,CS1 COILING FMB22,Tornilleria dañada,23,28/01/2021,4,EB,1 Primero,SI
17022,L1_CS,COILING FMB22,Freno Decoiler,Falla freno de decoiler,Se cambia sensor dañado de decoiler,CS1 COILING FMB22,Sensor dañado,10,28/01/2021,4,EB,1 Primero,SI
17023,L1_CS,ROBOT 1,Gripper,Falla robot 1,Se resetea falla por paro de emergencia y se cambian tornillos capados de cremallera de gripper,CS1 ROBOT 1,Tornillos de cremallera dañados,18,28/01/2021,4,EB,1 Primero,SI
17024,LT1,LOAD TEST,Herramienta/Equipos,Falla linea LT1 (se pasa resorte y paran la linea ),Se Resetean fallos de linea desde pantalla/PC y se manda a home,LT1 LOAD TEST,Paro brusco ,24,28/01/2021,4,EB,1 Primero,SI
17025,L1_CS,HOT SET,PLC/Control,Falla arranque automatico Hotset,Se rastrea y resetean fallos por falla de arranque en automatico ,CS1 HOT SET,Falla de arranque,20,28/01/2021,4,EB,1 Primero,SI
17026,L1_ITW,DRIVE ROLLERS,Flecha de Rodillo,Cambio de banda de rodillos de arrastre,"Cambio de banda de rollers, Cambio de tuercas dañadas, engrase y lubricacion 4 rollers",ITW1 DRIVE ROLLERS,Banda dañada,60,29/01/2021,4,EB,1 Primero,SI
17027,L1_CS,COILING FMB22,Decoiler,decoiler se atora,Se engrasa eje y se reemplaza pistón,CS1 COILING FMB22,rodamiento interno,30,29/01/2021,4,JAM,3 Tercero,SI
17028,L2_ITW,DRIVE ROLLERS 1,Flecha de Rodillo,temperatura hardening,Fallo en roller se revisa mecanismo ,ITW2 DRIVE ROLLERS 1,Se frenan rodillos,15,29/01/2021,4,EB,1 Primero,SI
17029,L2_CS,ROBOT 2,Tornillos De Gripper,se cae gripper robot #2 y se aprieta tornilleria,Se saca tornillo capado y se instalan nuevos tornillos,CS2 ROBOT 2,Tornillo capado,12,29/01/2021,4,EB,1 Primero,SI
17030,L1_CS,ROBOT 1,Gripper,Falla robot #1,"Gripper no cierra, Se lubrica y se coloca sprocket y tapa , Se retira resorte atorado en conveyor",CS1 ROBOT 1,Resorte atorado,15,29/01/2021,4,EB,1 Primero,SI
17031,L1_CS,COLDSET,Conveyor,6 rodillos dañados en conveyor de coldset,Se realiza cambio de 6 rodillos dañados,CS1 COLDSET,Rodillos dañados,30,29/01/2021,4,EB,1 Primero,SI
